Model,M,N,K,SM,SN,SK,Q,QN,SP,Method,Time(ms),TFLOPS,Bandwidth(GB/s)
gpt-neo-1.3B,128,2048,2048,128,2048,2048,False,16,TT,MXBLAS,0.0123,86.96,403.40
gpt-neo-1.3B,128,2048,2048,128,2048,2048,False,16,TT,COAT,0.0367,29.24,135.63
gpt-neo-1.3B,128,2048,2048,128,2048,2048,False,16,TT,CUTLASS,0.0230,46.70,216.63
gpt-neo-1.3B,128,2048,2048,128,2048,2048,False,16,TT,TE_CUBLAS,0.0129,83.08,385.39
gpt-neo-1.3B,128,2048,2048,1,128,128,False,16,GB,MXBLAS,0.0136,78.95,366.23
gpt-neo-1.3B,128,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0385,27.89,129.38
gpt-neo-1.3B,128,2048,2048,1,128,128,False,16,GB,CUTLASS,0.0255,42.04,195.03
gpt-neo-1.3B,128,2048,2048,1,128,128,False,16,GB,SG_LANG,0.0238,45.15,209.42
gpt-neo-1.3B,128,2048,2048,128,128,128,False,16,BB,MXBLAS,0.0143,75.06,348.16
gpt-neo-1.3B,128,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.1854,5.79,26.87
gpt-neo-1.3B,128,2048,2048,128,128,128,False,16,BB,CUTLASS,0.0255,42.07,195.14
gpt-neo-1.3B,128,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.0122,88.37,409.94
gpt-neo-1.3B,128,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.1889,5.68,26.36
gpt-neo-1.3B,128,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.0219,48.99,227.26
gpt-neo-1.3B,128,8192,2048,128,8192,2048,False,16,TT,MXBLAS,0.0198,217.10,967.32
gpt-neo-1.3B,128,8192,2048,128,8192,2048,False,16,TT,COAT,0.0557,77.04,343.27
gpt-neo-1.3B,128,8192,2048,128,8192,2048,False,16,TT,CUTLASS,0.0243,176.95,788.42
gpt-neo-1.3B,128,8192,2048,128,8192,2048,False,16,TT,TE_CUBLAS,0.0210,204.16,909.66
gpt-neo-1.3B,128,8192,2048,1,128,128,False,16,GB,MXBLAS,0.0195,220.03,980.35
gpt-neo-1.3B,128,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0394,109.12,486.19
gpt-neo-1.3B,128,8192,2048,1,128,128,False,16,GB,CUTLASS,0.0262,164.18,731.52
gpt-neo-1.3B,128,8192,2048,1,128,128,False,16,GB,SG_LANG,0.0239,179.44,799.49
gpt-neo-1.3B,128,8192,2048,128,128,128,False,16,BB,MXBLAS,0.0202,212.71,947.73
gpt-neo-1.3B,128,8192,2048,128,128,128,False,16,BB,FB_GEMM,0.0861,49.86,222.17
gpt-neo-1.3B,128,8192,2048,128,128,128,False,16,BB,CUTLASS,0.0269,159.66,711.39
gpt-neo-1.3B,128,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.0206,208.94,930.95
gpt-neo-1.3B,128,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.1595,26.93,119.97
gpt-neo-1.3B,128,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.0206,208.70,929.86
gpt-neo-1.3B,128,2048,8192,128,2048,8192,False,16,TT,MXBLAS,0.0288,149.08,636.96
gpt-neo-1.3B,128,2048,8192,128,2048,8192,False,16,TT,COAT,0.0687,62.54,267.21
gpt-neo-1.3B,128,2048,8192,128,2048,8192,False,16,TT,CUTLASS,0.0507,84.67,361.76
gpt-neo-1.3B,128,2048,8192,128,2048,8192,False,16,TT,TE_CUBLAS,0.0237,181.13,773.87
gpt-neo-1.3B,128,2048,8192,1,128,128,False,16,GB,MXBLAS,0.0365,117.57,502.30
gpt-neo-1.3B,128,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.0411,104.53,446.60
gpt-neo-1.3B,128,2048,8192,1,128,128,False,16,GB,CUTLASS,0.0602,71.38,304.97
gpt-neo-1.3B,128,2048,8192,1,128,128,False,16,GB,SG_LANG,0.0624,68.82,294.03
gpt-neo-1.3B,128,2048,8192,128,128,128,False,16,BB,MXBLAS,0.0388,110.59,472.50
gpt-neo-1.3B,128,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.1351,31.79,135.80
gpt-neo-1.3B,128,2048,8192,128,128,128,False,16,BB,CUTLASS,0.0609,70.53,301.32
gpt-neo-1.3B,128,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.0273,157.50,672.93
gpt-neo-1.3B,128,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.0966,44.47,189.98
gpt-neo-1.3B,128,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.0197,218.33,932.80
gpt-neo-1.3B,128,50257,2048,128,50257,2048,False,16,TT,MXBLAS,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,128,50257,2048,False,16,TT,COAT,0.0852,309.36,1362.59
gpt-neo-1.3B,128,50257,2048,128,50257,2048,False,16,TT,CUTLASS,0.0891,295.81,1302.90
gpt-neo-1.3B,128,50257,2048,128,50257,2048,False,16,TT,TE_CUBLAS,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,1,128,128,False,16,GB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,1,128,128,False,16,GB,DEEP_GEMM,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,1,128,128,False,16,GB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,1,128,128,False,16,GB,SG_LANG,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,128,128,128,False,16,BB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,128,128,128,False,16,BB,FB_GEMM,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,128,128,128,False,16,BB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,1,1,2048,False,16,CC,MXBLAS,nan,nan,nan
gpt-neo-1.3B,128,50257,2048,1,1,2048,False,16,CC,FB_GEMM,0.1023,257.48,1134.05
gpt-neo-1.3B,128,50257,2048,1,1,2048,False,16,CC,SG_LANG,nan,nan,nan
gpt-neo-1.3B,1024,2048,2048,1024,2048,2048,False,16,TT,MXBLAS,0.0193,445.88,544.29
gpt-neo-1.3B,1024,2048,2048,1024,2048,2048,False,16,TT,COAT,0.0530,162.20,197.99
gpt-neo-1.3B,1024,2048,2048,1024,2048,2048,False,16,TT,CUTLASS,0.0387,222.18,271.22
gpt-neo-1.3B,1024,2048,2048,1024,2048,2048,False,16,TT,TE_CUBLAS,0.0241,355.72,434.23
gpt-neo-1.3B,1024,2048,2048,1,128,128,False,16,GB,MXBLAS,0.0212,405.34,494.80
gpt-neo-1.3B,1024,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0423,203.01,247.82
gpt-neo-1.3B,1024,2048,2048,1,128,128,False,16,GB,CUTLASS,0.0442,194.43,237.34
gpt-neo-1.3B,1024,2048,2048,1,128,128,False,16,GB,SG_LANG,0.0378,227.46,277.67
gpt-neo-1.3B,1024,2048,2048,128,128,128,False,16,BB,MXBLAS,0.0230,373.98,456.52
gpt-neo-1.3B,1024,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.0853,100.74,122.97
gpt-neo-1.3B,1024,2048,2048,128,128,128,False,16,BB,CUTLASS,0.0441,194.88,237.89
gpt-neo-1.3B,1024,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.0199,430.64,525.68
gpt-neo-1.3B,1024,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.0977,87.92,107.32
gpt-neo-1.3B,1024,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.0282,304.56,371.78
gpt-neo-1.3B,1024,8192,2048,1024,8192,2048,False,16,TT,MXBLAS,0.0543,633.21,657.01
gpt-neo-1.3B,1024,8192,2048,1024,8192,2048,False,16,TT,COAT,0.0671,512.28,531.54
gpt-neo-1.3B,1024,8192,2048,1024,8192,2048,False,16,TT,CUTLASS,0.0847,405.58,420.83
gpt-neo-1.3B,1024,8192,2048,1024,8192,2048,False,16,TT,TE_CUBLAS,0.0533,644.64,668.87
gpt-neo-1.3B,1024,8192,2048,1,128,128,False,16,GB,MXBLAS,0.0622,552.22,572.98
gpt-neo-1.3B,1024,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0818,420.00,435.80
gpt-neo-1.3B,1024,8192,2048,1,128,128,False,16,GB,CUTLASS,0.0987,348.12,361.21
gpt-neo-1.3B,1024,8192,2048,1,128,128,False,16,GB,SG_LANG,0.0860,399.46,414.48
gpt-neo-1.3B,1024,8192,2048,128,128,128,False,16,BB,MXBLAS,0.0694,494.95,513.56
gpt-neo-1.3B,1024,8192,2048,128,128,128,False,16,BB,FB_GEMM,0.1485,231.44,240.14
gpt-neo-1.3B,1024,8192,2048,128,128,128,False,16,BB,CUTLASS,0.0989,347.26,360.32
gpt-neo-1.3B,1024,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.0574,599.10,621.63
gpt-neo-1.3B,1024,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.1002,342.80,355.69
gpt-neo-1.3B,1024,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.0492,698.20,724.45
gpt-neo-1.3B,1024,2048,8192,1024,2048,8192,False,16,TT,MXBLAS,0.0493,697.02,595.60
gpt-neo-1.3B,1024,2048,8192,1024,2048,8192,False,16,TT,COAT,0.0716,479.80,409.99
gpt-neo-1.3B,1024,2048,8192,1024,2048,8192,False,16,TT,CUTLASS,0.0973,353.01,301.64
gpt-neo-1.3B,1024,2048,8192,1024,2048,8192,False,16,TT,TE_CUBLAS,0.0630,545.56,466.17
gpt-neo-1.3B,1024,2048,8192,1,128,128,False,16,GB,MXBLAS,0.0592,579.94,495.55
gpt-neo-1.3B,1024,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.3355,102.40,87.50
gpt-neo-1.3B,1024,2048,8192,1,128,128,False,16,GB,CUTLASS,0.1159,296.34,253.22
gpt-neo-1.3B,1024,2048,8192,1,128,128,False,16,GB,SG_LANG,0.1208,284.53,243.13
gpt-neo-1.3B,1024,2048,8192,128,128,128,False,16,BB,MXBLAS,0.0687,500.25,427.46
gpt-neo-1.3B,1024,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.1099,312.58,267.09
gpt-neo-1.3B,1024,2048,8192,128,128,128,False,16,BB,CUTLASS,0.1176,292.19,249.67
gpt-neo-1.3B,1024,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.0511,671.89,574.12
gpt-neo-1.3B,1024,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.1040,330.48,282.40
gpt-neo-1.3B,1024,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.0704,487.84,416.86
gpt-neo-1.3B,1024,50257,2048,1024,50257,2048,False,16,TT,MXBLAS,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,1024,50257,2048,False,16,TT,COAT,0.3404,619.21,610.86
gpt-neo-1.3B,1024,50257,2048,1024,50257,2048,False,16,TT,CUTLASS,0.4276,492.99,486.34
gpt-neo-1.3B,1024,50257,2048,1024,50257,2048,False,16,TT,TE_CUBLAS,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,1,128,128,False,16,GB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,1,128,128,False,16,GB,DEEP_GEMM,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,1,128,128,False,16,GB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,1,128,128,False,16,GB,SG_LANG,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,128,128,128,False,16,BB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,128,128,128,False,16,BB,FB_GEMM,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,128,128,128,False,16,BB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,1,1,2048,False,16,CC,MXBLAS,nan,nan,nan
gpt-neo-1.3B,1024,50257,2048,1,1,2048,False,16,CC,FB_GEMM,0.3374,624.76,616.33
gpt-neo-1.3B,1024,50257,2048,1,1,2048,False,16,CC,SG_LANG,nan,nan,nan
gpt-neo-1.3B,4096,2048,2048,4096,2048,2048,False,16,TT,MXBLAS,0.0539,637.55,544.79
gpt-neo-1.3B,4096,2048,2048,4096,2048,2048,False,16,TT,COAT,0.0650,528.84,451.89
gpt-neo-1.3B,4096,2048,2048,4096,2048,2048,False,16,TT,CUTLASS,0.0834,412.20,352.23
gpt-neo-1.3B,4096,2048,2048,4096,2048,2048,False,16,TT,TE_CUBLAS,0.0535,642.71,549.19
gpt-neo-1.3B,4096,2048,2048,1,128,128,False,16,GB,MXBLAS,0.0622,552.19,471.84
gpt-neo-1.3B,4096,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.0774,444.13,379.51
gpt-neo-1.3B,4096,2048,2048,1,128,128,False,16,GB,CUTLASS,0.0963,356.67,304.77
gpt-neo-1.3B,4096,2048,2048,1,128,128,False,16,GB,SG_LANG,0.0841,408.42,348.99
gpt-neo-1.3B,4096,2048,2048,128,128,128,False,16,BB,MXBLAS,0.0671,511.70,437.25
gpt-neo-1.3B,4096,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.0986,348.48,297.77
gpt-neo-1.3B,4096,2048,2048,128,128,128,False,16,BB,CUTLASS,0.0981,350.14,299.20
gpt-neo-1.3B,4096,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.0560,613.57,524.29
gpt-neo-1.3B,4096,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.0994,345.81,295.49
gpt-neo-1.3B,4096,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.0499,688.96,588.71
gpt-neo-1.3B,4096,8192,2048,4096,8192,2048,False,16,TT,MXBLAS,0.1742,788.91,529.67
gpt-neo-1.3B,4096,8192,2048,4096,8192,2048,False,16,TT,COAT,0.1966,698.99,469.30
gpt-neo-1.3B,4096,8192,2048,4096,8192,2048,False,16,TT,CUTLASS,0.2738,502.02,337.05
gpt-neo-1.3B,4096,8192,2048,4096,8192,2048,False,16,TT,TE_CUBLAS,0.1715,801.20,537.91
gpt-neo-1.3B,4096,8192,2048,1,128,128,False,16,GB,MXBLAS,0.2097,655.54,440.12
gpt-neo-1.3B,4096,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,0.2674,514.01,345.10
gpt-neo-1.3B,4096,8192,2048,1,128,128,False,16,GB,CUTLASS,0.4043,339.97,228.25
gpt-neo-1.3B,4096,8192,2048,1,128,128,False,16,GB,SG_LANG,0.2960,464.28,311.71
gpt-neo-1.3B,4096,8192,2048,128,128,128,False,16,BB,MXBLAS,0.2258,608.61,408.62
gpt-neo-1.3B,4096,8192,2048,128,128,128,False,16,BB,FB_GEMM,0.3033,453.13,304.23
gpt-neo-1.3B,4096,8192,2048,128,128,128,False,16,BB,CUTLASS,0.3238,424.48,284.99
gpt-neo-1.3B,4096,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.1787,769.03,516.31
gpt-neo-1.3B,4096,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.1886,728.55,489.14
gpt-neo-1.3B,4096,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.2009,684.21,459.37
gpt-neo-1.3B,4096,2048,8192,4096,2048,8192,False,16,TT,MXBLAS,0.1747,786.70,384.13
gpt-neo-1.3B,4096,2048,8192,4096,2048,8192,False,16,TT,COAT,0.2060,667.24,325.80
gpt-neo-1.3B,4096,2048,8192,4096,2048,8192,False,16,TT,CUTLASS,0.2302,597.08,291.54
gpt-neo-1.3B,4096,2048,8192,4096,2048,8192,False,16,TT,TE_CUBLAS,0.1725,796.68,389.01
gpt-neo-1.3B,4096,2048,8192,1,128,128,False,16,GB,MXBLAS,0.2014,682.55,333.28
gpt-neo-1.3B,4096,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.2244,612.40,299.02
gpt-neo-1.3B,4096,2048,8192,1,128,128,False,16,GB,CUTLASS,0.2781,494.21,241.31
gpt-neo-1.3B,4096,2048,8192,1,128,128,False,16,GB,SG_LANG,0.2934,468.42,228.72
gpt-neo-1.3B,4096,2048,8192,128,128,128,False,16,BB,MXBLAS,0.2344,586.36,286.31
gpt-neo-1.3B,4096,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.3259,421.68,205.90
gpt-neo-1.3B,4096,2048,8192,128,128,128,False,16,BB,CUTLASS,0.2787,493.10,240.77
gpt-neo-1.3B,4096,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.1743,788.63,385.07
gpt-neo-1.3B,4096,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.2079,661.13,322.82
gpt-neo-1.3B,4096,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.1952,704.05,343.77
gpt-neo-1.3B,4096,50257,2048,4096,50257,2048,False,16,TT,MXBLAS,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,4096,50257,2048,False,16,TT,COAT,1.2830,657.20,407.66
gpt-neo-1.3B,4096,50257,2048,4096,50257,2048,False,16,TT,CUTLASS,1.6221,519.79,322.42
gpt-neo-1.3B,4096,50257,2048,4096,50257,2048,False,16,TT,TE_CUBLAS,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,1,128,128,False,16,GB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,1,128,128,False,16,GB,DEEP_GEMM,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,1,128,128,False,16,GB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,1,128,128,False,16,GB,SG_LANG,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,128,128,128,False,16,BB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,128,128,128,False,16,BB,FB_GEMM,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,128,128,128,False,16,BB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,1,1,2048,False,16,CC,MXBLAS,nan,nan,nan
gpt-neo-1.3B,4096,50257,2048,1,1,2048,False,16,CC,FB_GEMM,1.3074,644.93,400.05
gpt-neo-1.3B,4096,50257,2048,1,1,2048,False,16,CC,SG_LANG,nan,nan,nan
gpt-neo-1.3B,8192,2048,2048,8192,2048,2048,False,16,TT,MXBLAS,0.0983,698.72,554.41
gpt-neo-1.3B,8192,2048,2048,8192,2048,2048,False,16,TT,COAT,0.1104,622.19,493.68
gpt-neo-1.3B,8192,2048,2048,8192,2048,2048,False,16,TT,CUTLASS,0.1431,480.21,381.03
gpt-neo-1.3B,8192,2048,2048,8192,2048,2048,False,16,TT,TE_CUBLAS,0.0951,722.29,573.11
gpt-neo-1.3B,8192,2048,2048,1,128,128,False,16,GB,MXBLAS,0.1149,598.13,474.59
gpt-neo-1.3B,8192,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.1374,500.13,396.83
gpt-neo-1.3B,8192,2048,2048,1,128,128,False,16,GB,CUTLASS,0.1686,407.61,323.42
gpt-neo-1.3B,8192,2048,2048,1,128,128,False,16,GB,SG_LANG,0.1508,455.65,361.54
gpt-neo-1.3B,8192,2048,2048,128,128,128,False,16,BB,MXBLAS,0.1266,543.00,430.84
gpt-neo-1.3B,8192,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.1606,428.00,339.60
gpt-neo-1.3B,8192,2048,2048,128,128,128,False,16,BB,CUTLASS,0.1676,410.03,325.34
gpt-neo-1.3B,8192,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.1019,674.23,534.97
gpt-neo-1.3B,8192,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.1637,419.80,333.09
gpt-neo-1.3B,8192,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.0911,754.20,598.42
gpt-neo-1.3B,8192,8192,2048,8192,8192,2048,False,16,TT,MXBLAS,0.3257,843.87,515.06
gpt-neo-1.3B,8192,8192,2048,8192,8192,2048,False,16,TT,COAT,0.3842,715.39,436.64
gpt-neo-1.3B,8192,8192,2048,8192,8192,2048,False,16,TT,CUTLASS,0.5349,513.85,313.63
gpt-neo-1.3B,8192,8192,2048,8192,8192,2048,False,16,TT,TE_CUBLAS,0.4728,581.37,354.84
gpt-neo-1.3B,8192,8192,2048,1,128,128,False,16,GB,MXBLAS,0.3911,702.82,428.97
gpt-neo-1.3B,8192,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,0.5131,535.77,327.01
gpt-neo-1.3B,8192,8192,2048,1,128,128,False,16,GB,CUTLASS,0.6191,443.97,270.98
gpt-neo-1.3B,8192,8192,2048,1,128,128,False,16,GB,SG_LANG,0.5712,481.20,293.70
gpt-neo-1.3B,8192,8192,2048,128,128,128,False,16,BB,MXBLAS,0.4160,660.74,403.28
gpt-neo-1.3B,8192,8192,2048,128,128,128,False,16,BB,FB_GEMM,0.5561,494.27,301.68
gpt-neo-1.3B,8192,8192,2048,128,128,128,False,16,BB,CUTLASS,0.6221,441.87,269.69
gpt-neo-1.3B,8192,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.3355,819.29,500.05
gpt-neo-1.3B,8192,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.3682,746.54,455.65
gpt-neo-1.3B,8192,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.3014,911.87,556.56
gpt-neo-1.3B,8192,2048,8192,8192,2048,8192,False,16,TT,MXBLAS,0.3221,853.44,364.63
gpt-neo-1.3B,8192,2048,8192,8192,2048,8192,False,16,TT,COAT,0.3395,809.64,345.91
gpt-neo-1.3B,8192,2048,8192,8192,2048,8192,False,16,TT,CUTLASS,0.4153,661.92,282.80
gpt-neo-1.3B,8192,2048,8192,8192,2048,8192,False,16,TT,TE_CUBLAS,0.3238,849.03,362.74
gpt-neo-1.3B,8192,2048,8192,1,128,128,False,16,GB,MXBLAS,0.5031,546.37,233.43
gpt-neo-1.3B,8192,2048,8192,1,128,128,False,16,GB,DEEP_GEMM,0.4043,679.84,290.46
gpt-neo-1.3B,8192,2048,8192,1,128,128,False,16,GB,CUTLASS,0.4883,562.94,240.51
gpt-neo-1.3B,8192,2048,8192,1,128,128,False,16,GB,SG_LANG,0.5237,524.89,224.26
gpt-neo-1.3B,8192,2048,8192,128,128,128,False,16,BB,MXBLAS,0.4442,618.77,264.37
gpt-neo-1.3B,8192,2048,8192,128,128,128,False,16,BB,FB_GEMM,0.5313,517.38,221.05
gpt-neo-1.3B,8192,2048,8192,128,128,128,False,16,BB,CUTLASS,0.4773,575.90,246.05
gpt-neo-1.3B,8192,2048,8192,1,1,8192,False,16,CC,MXBLAS,0.3251,845.53,361.25
gpt-neo-1.3B,8192,2048,8192,1,1,8192,False,16,CC,FB_GEMM,0.3391,810.68,346.36
gpt-neo-1.3B,8192,2048,8192,1,1,8192,False,16,CC,SG_LANG,0.3423,803.11,343.12
gpt-neo-1.3B,8192,50257,2048,8192,50257,2048,False,16,TT,MXBLAS,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,8192,50257,2048,False,16,TT,COAT,2.5698,656.22,367.00
gpt-neo-1.3B,8192,50257,2048,8192,50257,2048,False,16,TT,CUTLASS,3.4744,485.36,271.45
gpt-neo-1.3B,8192,50257,2048,8192,50257,2048,False,16,TT,TE_CUBLAS,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,1,128,128,False,16,GB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,1,128,128,False,16,GB,DEEP_GEMM,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,1,128,128,False,16,GB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,1,128,128,False,16,GB,SG_LANG,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,128,128,128,False,16,BB,MXBLAS,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,128,128,128,False,16,BB,FB_GEMM,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,128,128,128,False,16,BB,CUTLASS,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,1,1,2048,False,16,CC,MXBLAS,nan,nan,nan
gpt-neo-1.3B,8192,50257,2048,1,1,2048,False,16,CC,FB_GEMM,3.3437,504.33,282.06
gpt-neo-1.3B,8192,50257,2048,1,1,2048,False,16,CC,SG_LANG,nan,nan,nan
gpt-neo-1.3B,16384,2048,2048,16384,2048,2048,False,16,TT,MXBLAS,0.1695,810.72,618.53
gpt-neo-1.3B,16384,2048,2048,16384,2048,2048,False,16,TT,COAT,0.1935,710.25,541.88
gpt-neo-1.3B,16384,2048,2048,16384,2048,2048,False,16,TT,CUTLASS,0.2749,499.90,381.39
gpt-neo-1.3B,16384,2048,2048,16384,2048,2048,False,16,TT,TE_CUBLAS,0.1650,833.21,635.69
gpt-neo-1.3B,16384,2048,2048,1,128,128,False,16,GB,MXBLAS,0.2098,655.04,499.75
gpt-neo-1.3B,16384,2048,2048,1,128,128,False,16,GB,DEEP_GEMM,0.2677,513.38,391.68
gpt-neo-1.3B,16384,2048,2048,1,128,128,False,16,GB,CUTLASS,0.3252,422.58,322.40
gpt-neo-1.3B,16384,2048,2048,1,128,128,False,16,GB,SG_LANG,0.2949,466.07,355.58
gpt-neo-1.3B,16384,2048,2048,128,128,128,False,16,BB,MXBLAS,0.2315,593.79,453.02
gpt-neo-1.3B,16384,2048,2048,128,128,128,False,16,BB,FB_GEMM,0.2846,482.85,368.39
gpt-neo-1.3B,16384,2048,2048,128,128,128,False,16,BB,CUTLASS,0.3221,426.69,325.54
gpt-neo-1.3B,16384,2048,2048,1,1,2048,False,16,CC,MXBLAS,0.1742,789.18,602.09
gpt-neo-1.3B,16384,2048,2048,1,1,2048,False,16,CC,FB_GEMM,0.1879,731.34,557.97
gpt-neo-1.3B,16384,2048,2048,1,1,2048,False,16,CC,SG_LANG,0.1826,752.86,574.39
gpt-neo-1.3B,16384,8192,2048,16384,8192,2048,False,16,TT,MXBLAS,0.6141,895.20,519.07
gpt-neo-1.3B,16384,8192,2048,16384,8192,2048,False,16,TT,COAT,0.7542,728.92,422.65
gpt-neo-1.3B,16384,8192,2048,16384,8192,2048,False,16,TT,CUTLASS,1.0640,516.66,299.58
gpt-neo-1.3B,16384,8192,2048,16384,8192,2048,False,16,TT,TE_CUBLAS,0.6084,903.65,523.97
gpt-neo-1.3B,16384,8192,2048,1,128,128,False,16,GB,MXBLAS,0.9284,592.13,343.34
gpt-neo-1.3B,16384,8192,2048,1,128,128,False,16,GB,DEEP_GEMM,1.0252,536.24,310.93
gpt-neo-1.3B,16384,8192,2048,1,128,128,False,16,GB,CUTLASS,1.2460,441.20,255.83
gpt-neo-1.3B,16384,8192,2048,1,128,128,False,16,GB,SG_LANG,1.1496,478.20,277.28
gpt-neo-1.3B,16384,8192,2048,128,128,128,False,16,BB,MXBLAS,0.8364,657.32,381.14
gpt-neo-1.3B,16384,8192,2048,128,128,128,False,16,BB,FB_GEMM,1.0994,500.05,289.94
gpt-neo-1.3B,16384,8192,2048,128,128,128,False,16,BB,CUTLASS,1.2326,446.00,258.61
gpt-neo-1.3B,16384,8192,2048,1,1,2048,False,16,CC,MXBLAS,0.6385,861.03,499.26
gpt-neo-1.3B,16384,8192,2048,1,1,2048,False,16,CC,FB_GEMM,0.7274,755.73,438.20
gpt-neo-1.3B,16384,8192,2048,1,1,2048,False,16,CC,SG_LANG,0.6309,871.42,505.28
gpt-neo-1.3B,16384,2048,8192,16384,2048,8192,False,16,TT,MXBLAS,0.5781,950.95,377.27
gpt-neo-1.3B,16384,2048,8192,16384,2048,8192,False,16,TT,COAT,0.6071,905.48,359.23
gpt-neo-1.3B,16384,2048,8192,16384,2048,8192,False,16,TT,CUTLASS,0.8060,682.07,270.59
